Center,Center_Code,Center_Name,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart
CASV-TX1 St. Vincent Medical Center,CASV-TX1,St. Vincent Medical Center,1,0,0.0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,"1,930",502,21.0,6,28
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,2,1,0.0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,"1,915",475,21.0,6,25
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,1,1,0.0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,1,0,0.0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,1,1,0.0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,6,19,0.0,0,1
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,0,1,0.0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,1,0,0.0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,0,1,0.0,0,1
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,0,2,0.0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,1,0,0.0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,1,0,0.0,0,0
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,0,1,0.0,0,1
CAUC-TX1 University of California at Los Angeles Medical Center,CAUC-TX1,University of California at Los Angeles Medical Center,1,0,0.0,0,0
CAUH-TX1 Keck Hospital of USC,CAUH-TX1,Keck Hospital of USC,"1,400",242,1.0,4,19
CAUH-TX1 Keck Hospital of USC,CAUH-TX1,Keck Hospital of USC,1,3,0.0,0,0
CAUH-TX1 Keck Hospital of USC,CAUH-TX1,Keck Hospital of USC,"1,383",232,1.0,4,16
CAUH-TX1 Keck Hospital of USC,CAUH-TX1,Keck Hospital of USC,14,5,0.0,0,3
CAUH-TX1 Keck Hospital of USC,CAUH-TX1,Keck Hospital of USC,0,1,0.0,0,0
CAUH-TX1 Keck Hospital of USC,CAUH-TX1,Keck Hospital of USC,1,0,0.0,0,0
CAUH-TX1 Keck Hospital of USC,CAUH-TX1,Keck Hospital of USC,0,1,0.0,0,0
CAUH-TX1 Keck Hospital of USC,CAUH-TX1,Keck Hospital of USC,1,0,0.0,0,0
COCH-TX1 Children's Hospital Colorado,COCH-TX1,Children's Hospital Colorado,27,4,0.0,0,11
COCH-TX1 Children's Hospital Colorado,COCH-TX1,Children's Hospital Colorado,1,0,0.0,0,0
COCH-TX1 Children's Hospital Colorado,COCH-TX1,Children's Hospital Colorado,22,2,0.0,0,5
COCH-TX1 Children's Hospital Colorado,COCH-TX1,Children's Hospital Colorado,1,0,0.0,0,0
COCH-TX1 Children's Hospital Colorado,COCH-TX1,Children's Hospital Colorado,2,2,0.0,0,4
COCH-TX1 Children's Hospital Colorado,COCH-TX1,Children's Hospital Colorado,1,0,0.0,0,2
COPM-TX1 Centura Transplant,COPM-TX1,Centura Transplant,115,17,0.0,0,0
COPM-TX1 Centura Transplant,COPM-TX1,Centura Transplant,1,0,0.0,0,0
COPM-TX1 Centura Transplant,COPM-TX1,Centura Transplant,93,15,0.0,0,0
COPM-TX1 Centura Transplant,COPM-TX1,Centura Transplant,3,0,0.0,0,0
COPM-TX1 Centura Transplant,COPM-TX1,Centura Transplant,1,0,0.0,0,0
COPM-TX1 Centura Transplant,COPM-TX1,Centura Transplant,3,1,0.0,0,0
COPM-TX1 Centura Transplant,COPM-TX1,Centura Transplant,1,0,0.0,0,0
COPM-TX1 Centura Transplant,COPM-TX1,Centura Transplant,2,1,0.0,0,0
COPM-TX1 Centura Transplant,COPM-TX1,Centura Transplant,1,0,0.0,0,0
COPM-TX1 Centura Transplant,COPM-TX1,Centura Transplant,3,0,0.0,0,0
COPM-TX1 Centura Transplant,COPM-TX1,Centura Transplant,7,0,0.0,0,0
COSL-TX1 Presbyterian/St Luke's Medical Center,COSL-TX1,Presbyterian/St Luke's Medical Center,349,68,0.0,0,0
COSL-TX1 Presbyterian/St Luke's Medical Center,COSL-TX1,Presbyterian/St Luke's Medical Center,0,1,0.0,0,0
COSL-TX1 Presbyterian/St Luke's Medical Center,COSL-TX1,Presbyterian/St Luke's Medical Center,340,60,0.0,0,0
COSL-TX1 Presbyterian/St Luke's Medical Center,COSL-TX1,Presbyterian/St Luke's Medical Center,1,4,0.0,0,0
COSL-TX1 Presbyterian/St Luke's Medical Center,COSL-TX1,Presbyterian/St Luke's Medical Center,4,0,0.0,0,0
COSL-TX1 Presbyterian/St Luke's Medical Center,COSL-TX1,Presbyterian/St Luke's Medical Center,0,1,0.0,0,0
COSL-TX1 Presbyterian/St Luke's Medical Center,COSL-TX1,Presbyterian/St Luke's Medical Center,4,2,0.0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,849,114,12.0,24,48
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,1,0,0.0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,2,0,0.0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,2,0,0.0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,732,77,12.0,21,41
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,4,1,0.0,0,1
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,0,1,0.0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,26,0,0.0,1,1
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,9,0,0.0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,2,0,0.0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,6,26,0.0,0,3
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,1,0,0.0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,1,0,0.0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,4,1,0.0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,0,1,0.0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,1,0,0.0,0,0
COUC-TX1 University of Colorado Hospital/Health Science Center,COUC-TX1,University of Colorado Hospital/Health Science Center,58,7,0.0,2,2
CTHH-TX1 Hartford Hospital,CTHH-TX1,Hartford Hospital,389,52,0.0,0,16
CTHH-TX1 Hartford Hospital,CTHH-TX1,Hartford Hospital,371,51,0.0,0,16
CTHH-TX1 Hartford Hospital,CTHH-TX1,Hartford Hospital,4,1,0.0,0,0
CTHH-TX1 Hartford Hospital,CTHH-TX1,Hartford Hospital,3,0,0.0,0,0
CTHH-TX1 Hartford Hospital,CTHH-TX1,Hartford Hospital,9,0,0.0,0,0
CTHH-TX1 Hartford Hospital,CTHH-TX1,Hartford Hospital,1,0,0.0,0,0
CTHH-TX1 Hartford Hospital,CTHH-TX1,Hartford Hospital,1,0,0.0,0,0
CTYN-TX1 Yale New Haven Hospital,CTYN-TX1,Yale New Haven Hospital,607,133,2.0,1,43
CTYN-TX1 Yale New Haven Hospital,CTYN-TX1,Yale New Haven Hospital,538,126,2.0,1,42
CTYN-TX1 Yale New Haven Hospital,CTYN-TX1,Yale New Haven Hospital,1,0,0.0,0,0
CTYN-TX1 Yale New Haven Hospital,CTYN-TX1,Yale New Haven Hospital,1,1,0.0,0,0
CTYN-TX1 Yale New Haven Hospital,CTYN-TX1,Yale New Haven Hospital,1,1,0.0,0,0
CTYN-TX1 Yale New Haven Hospital,CTYN-TX1,Yale New Haven Hospital,60,3,0.0,0,1
CTYN-TX1 Yale New Haven Hospital,CTYN-TX1,Yale New Haven Hospital,0,1,0.0,0,0
CTYN-TX1 Yale New Haven Hospital,CTYN-TX1,Yale New Haven Hospital,3,0,0.0,0,0
CTYN-TX1 Yale New Haven Hospital,CTYN-TX1,Yale New Haven Hospital,1,0,0.0,0,0
CTYN-TX1 Yale New Haven Hospital,CTYN-TX1,Yale New Haven Hospital,1,1,0.0,0,0
CTYN-TX1 Yale New Haven Hospital,CTYN-TX1,Yale New Haven Hospital,1,0,0.0,0,0
DCCH-TX1 Children's National Medical Center,DCCH-TX1,Children's National Medical Center,25,0,0.0,0,3
DCCH-TX1 Children's National Medical Center,DCCH-TX1,Children's National Medical Center,5,0,0.0,0,0
DCCH-TX1 Children's National Medical Center,DCCH-TX1,Children's National Medical Center,15,0,0.0,0,2
DCCH-TX1 Children's National Medical Center,DCCH-TX1,Children's National Medical Center,5,0,0.0,0,1
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,746,241,24.0,42,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,0,1,0.0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,2,0,0.0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,93,30,4.0,4,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,0,1,0.0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,0,0,0.0,2,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,458,119,8.0,21,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,0,2,2.0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,1,1,0.0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,3,0,1.0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,2,3,1.0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,3,0,0.0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,0,2,2.0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,1,0,0.0,0,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,177,76,6.0,15,0
DCGU-TX1 Medstar Georgetown Transplant Institute,DCGU-TX1,Medstar Georgetown Transplant Institute,6,6,0.0,0,0
DCGW-TX1 George Washington University Hospital,DCGW-TX1,George Washington University Hospital,270,0,0.0,0,0
DCGW-TX1 George Washington University Hospital,DCGW-TX1,George Washington University Hospital,2,0,0.0,0,0
DCGW-TX1 George Washington University Hospital,DCGW-TX1,George Washington University Hospital,99,0,0.0,0,0
DCGW-TX1 George Washington University Hospital,DCGW-TX1,George Washington University Hospital,1,0,0.0,0,0
DCGW-TX1 George Washington University Hospital,DCGW-TX1,George Washington University Hospital,143,0,0.0,0,0
DCGW-TX1 George Washington University Hospital,DCGW-TX1,George Washington University Hospital,1,0,0.0,0,0
DCGW-TX1 George Washington University Hospital,DCGW-TX1,George Washington University Hospital,2,0,0.0,0,0
DCGW-TX1 George Washington University Hospital,DCGW-TX1,George Washington University Hospital,2,0,0.0,0,0
DCGW-TX1 George Washington University Hospital,DCGW-TX1,George Washington University Hospital,1,0,0.0,0,0
DCGW-TX1 George Washington University Hospital,DCGW-TX1,George Washington University Hospital,1,0,0.0,0,0
DCGW-TX1 George Washington University Hospital,DCGW-TX1,George Washington University Hospital,18,0,0.0,0,0
DCWH-TX1 Washington Hospital Center,DCWH-TX1,Washington Hospital Center,0,0,0.0,0,35
DCWH-TX1 Washington Hospital Center,DCWH-TX1,Washington Hospital Center,0,0,0.0,0,4
DCWH-TX1 Washington Hospital Center,DCWH-TX1,Washington Hospital Center,0,0,0.0,0,28
DCWH-TX1 Washington Hospital Center,DCWH-TX1,Washington Hospital Center,0,0,0.0,0,3
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,231,0,4.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,15,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,1,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,4,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,6,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,6,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,11,0,1.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,2,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,1,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,2,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,1,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,74,0,2.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,1,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,1,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,1,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,7,0,1.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,1,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,3,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,1,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,16,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,70,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,6,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,1,0,0.0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,12,5,0.0,0,1
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,8,1,0.0,0,1
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,1,1,0.0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,3,3,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,165,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,139,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,12,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,8,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,1,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,5,0,0.0,0,0
FLAC-TX1 Johns Hopkins All Children's Hospital,FLAC-TX1,Johns Hopkins All Children's Hospital,0,0,0.0,0,1
FLAC-TX1 Johns Hopkins All Children's Hospital,FLAC-TX1,Johns Hopkins All Children's Hospital,0,0,0.0,0,1
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,0,13,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,0,13,0.0,0,0
FLBF-TX1 Bert Fish Medical Center,FLBF-TX1,Bert Fish Medical Center,25,0,0.0,0,0
FLBF-TX1 Bert Fish Medical Center,FLBF-TX1,Bert Fish Medical Center,24,0,0.0,0,0
FLBF-TX1 Bert Fish Medical Center,FLBF-TX1,Bert Fish Medical Center,1,0,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,865,57,0.0,0,10
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,1,1,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,3,0,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,1,0,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,815,54,0.0,0,8
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,3,0,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,2,0,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,2,0,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,1,0,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,2,0,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,6,1,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,2,0,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,1,0,0.0,0,2
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,1,0,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,24,1,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,1,0,0.0,0,0
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,407,63,1.0,7,9
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,393,63,1.0,7,8
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,5,0,0.0,0,0
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,0,0,0.0,0,1
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,1,0,0.0,0,0
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,4,0,0.0,0,0
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,3,0,0.0,0,0
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,1,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,74,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,1,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,67,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,3,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,3,0,0.0,0,0
FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,FLJD-TX1,Memorial Regional Hospital/Joe DiMaggio Children's Hospital,0,0,0.0,0,2
FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,FLJD-TX1,Memorial Regional Hospital/Joe DiMaggio Children's Hospital,0,0,0.0,0,2
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,FLJM-TX1,Jackson Memorial Hospital University of Miami School of Medicine,614,103,17.0,18,40
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,FLJM-TX1,Jackson Memorial Hospital University of Miami School of Medicine,0,1,1.0,0,0
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,FLJM-TX1,Jackson Memorial Hospital University of Miami School of Medicine,2,0,0.0,0,0
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,FLJM-TX1,Jackson Memorial Hospital University of Miami School of Medicine,2,0,0.0,0,0
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,FLJM-TX1,Jackson Memorial Hospital University of Miami School of Medicine,582,99,14.0,18,40
