Center,Center_Code,Center_Name,States,Time_Waited,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart
All Centers,All Centers,All Centers,Oregon,6 Months to < 1 Year,126,23,0.0,2,0
All Centers,All Centers,All Centers,Oregon,1 Year to < 2 Years,202,19,1.0,1,0
All Centers,All Centers,All Centers,Oregon,2 Years to < 3 Years,105,5,0.0,3,0
All Centers,All Centers,All Centers,Oregon,3 Years to < 5 Years,88,8,0.0,2,1
All Centers,All Centers,All Centers,Oregon,5 or More Years,40,6,0.0,0,0
All Centers,All Centers,All Centers,Pennsylvania,All Time,"5,891",550,55.0,126,144
All Centers,All Centers,All Centers,Pennsylvania,< 30 Days,160,51,3.0,8,18
All Centers,All Centers,All Centers,Pennsylvania,30 to < 90 Days,253,71,2.0,10,23
All Centers,All Centers,All Centers,Pennsylvania,90 Days to < 6 Months,481,80,3.0,16,22
All Centers,All Centers,All Centers,Pennsylvania,6 Months to < 1 Year,708,94,6.0,20,18
All Centers,All Centers,All Centers,Pennsylvania,6 Months to < 1 Year,708,94,6.0,20,18
All Centers,All Centers,All Centers,Pennsylvania,1 Year to < 2 Years,"1,524",113,12.0,41,30
All Centers,All Centers,All Centers,Pennsylvania,2 Years to < 3 Years,941,59,11.0,14,14
All Centers,All Centers,All Centers,Pennsylvania,3 Years to < 5 Years,"1,081",43,8.0,14,16
All Centers,All Centers,All Centers,Pennsylvania,5 or More Years,823,43,10.0,3,3
All Centers,All Centers,All Centers,Puerto Rico,All Time,273,17,0.0,3,2
All Centers,All Centers,All Centers,Puerto Rico,< 30 Days,4,2,0.0,0,0
All Centers,All Centers,All Centers,Puerto Rico,30 to < 90 Days,6,5,0.0,2,0
All Centers,All Centers,All Centers,Puerto Rico,90 Days to < 6 Months,16,3,0.0,0,0
All Centers,All Centers,All Centers,Puerto Rico,6 Months to < 1 Year,25,2,0.0,0,0
All Centers,All Centers,All Centers,Puerto Rico,1 Year to < 2 Years,88,5,0.0,1,2
All Centers,All Centers,All Centers,Puerto Rico,2 Years to < 3 Years,58,0,0.0,0,0
All Centers,All Centers,All Centers,Puerto Rico,3 Years to < 5 Years,53,0,0.0,0,0
All Centers,All Centers,All Centers,Puerto Rico,5 or More Years,23,0,0.0,0,0
All Centers,All Centers,All Centers,Rhode Island,All Time,271,0,0.0,0,0
All Centers,All Centers,All Centers,Rhode Island,< 30 Days,13,0,0.0,0,0
All Centers,All Centers,All Centers,Rhode Island,30 to < 90 Days,8,0,0.0,0,0
All Centers,All Centers,All Centers,Rhode Island,90 Days to < 6 Months,21,0,0.0,0,0
All Centers,All Centers,All Centers,Rhode Island,6 Months to < 1 Year,24,0,0.0,0,0
All Centers,All Centers,All Centers,Rhode Island,1 Year to < 2 Years,74,0,0.0,0,0
All Centers,All Centers,All Centers,Rhode Island,2 Years to < 3 Years,46,0,0.0,0,0
All Centers,All Centers,All Centers,Rhode Island,3 Years to < 5 Years,54,0,0.0,0,0
All Centers,All Centers,All Centers,Rhode Island,5 or More Years,31,0,0.0,0,0
All Centers,All Centers,All Centers,South Carolina,All Time,"1,176",79,10.0,53,52
All Centers,All Centers,All Centers,South Carolina,< 30 Days,80,9,2.0,6,6
All Centers,All Centers,All Centers,South Carolina,30 to < 90 Days,99,6,0.0,7,4
All Centers,All Centers,All Centers,South Carolina,90 Days to < 6 Months,132,21,0.0,7,3
All Centers,All Centers,All Centers,South Carolina,6 Months to < 1 Year,180,17,1.0,12,11
All Centers,All Centers,All Centers,South Carolina,1 Year to < 2 Years,258,10,6.0,9,17
All Centers,All Centers,All Centers,South Carolina,2 Years to < 3 Years,184,4,0.0,4,8
All Centers,All Centers,All Centers,South Carolina,3 Years to < 5 Years,143,6,1.0,4,3
All Centers,All Centers,All Centers,South Carolina,5 or More Years,100,6,0.0,4,0
All Centers,All Centers,All Centers,South Dakota,All Time,313,36,3.0,12,0
All Centers,All Centers,All Centers,South Dakota,< 30 Days,16,1,1.0,0,0
All Centers,All Centers,All Centers,South Dakota,30 to < 90 Days,19,4,0.0,1,0
All Centers,All Centers,All Centers,South Dakota,90 Days to < 6 Months,19,4,0.0,1,0
All Centers,All Centers,All Centers,South Dakota,6 Months to < 1 Year,37,3,0.0,3,0
All Centers,All Centers,All Centers,South Dakota,1 Year to < 2 Years,72,14,1.0,5,0
All Centers,All Centers,All Centers,South Dakota,2 Years to < 3 Years,43,5,1.0,2,0
All Centers,All Centers,All Centers,South Dakota,3 Years to < 5 Years,68,5,0.0,0,0
All Centers,All Centers,All Centers,South Dakota,5 or More Years,39,0,0.0,0,0
All Centers,All Centers,All Centers,Tennessee,All Time,"2,767",252,7.0,33,87
All Centers,All Centers,All Centers,Tennessee,All Time,"2,767",252,7.0,33,87
All Centers,All Centers,All Centers,Tennessee,< 30 Days,131,24,0.0,2,14
All Centers,All Centers,All Centers,Tennessee,30 to < 90 Days,186,26,0.0,4,10
All Centers,All Centers,All Centers,Tennessee,90 Days to < 6 Months,322,52,2.0,4,16
All Centers,All Centers,All Centers,Tennessee,6 Months to < 1 Year,290,50,0.0,7,7
All Centers,All Centers,All Centers,Tennessee,1 Year to < 2 Years,722,47,4.0,11,25
All Centers,All Centers,All Centers,Tennessee,2 Years to < 3 Years,457,17,1.0,2,11
All Centers,All Centers,All Centers,Tennessee,3 Years to < 5 Years,497,16,0.0,2,3
All Centers,All Centers,All Centers,Tennessee,5 or More Years,245,20,0.0,2,1
All Centers,All Centers,All Centers,Texas,All Time,"8,456","1,305",30.0,81,340
All Centers,All Centers,All Centers,Texas,< 30 Days,299,87,2.0,10,40
All Centers,All Centers,All Centers,Texas,30 to < 90 Days,504,129,2.0,4,36
All Centers,All Centers,All Centers,Texas,90 Days to < 6 Months,846,191,5.0,13,40
All Centers,All Centers,All Centers,Texas,6 Months to < 1 Year,"1,137",249,1.0,19,42
All Centers,All Centers,All Centers,Texas,1 Year to < 2 Years,"2,281",298,7.0,20,85
All Centers,All Centers,All Centers,Texas,2 Years to < 3 Years,"1,563",131,5.0,4,45
All Centers,All Centers,All Centers,Texas,3 Years to < 5 Years,"1,466",122,6.0,5,35
All Centers,All Centers,All Centers,Texas,5 or More Years,861,102,2.0,9,18
All Centers,All Centers,All Centers,Utah,All Time,556,168,2.0,11,59
All Centers,All Centers,All Centers,Utah,< 30 Days,42,11,0.0,2,4
All Centers,All Centers,All Centers,Utah,30 to < 90 Days,45,16,1.0,1,7
All Centers,All Centers,All Centers,Utah,90 Days to < 6 Months,74,23,0.0,1,2
All Centers,All Centers,All Centers,Utah,6 Months to < 1 Year,110,34,0.0,3,11
All Centers,All Centers,All Centers,Utah,1 Year to < 2 Years,145,37,0.0,3,12
All Centers,All Centers,All Centers,Utah,2 Years to < 3 Years,68,18,0.0,1,11
All Centers,All Centers,All Centers,Utah,3 Years to < 5 Years,55,16,0.0,0,10
All Centers,All Centers,All Centers,Utah,5 or More Years,17,13,1.0,0,2
All Centers,All Centers,All Centers,Vermont,All Time,56,0,0.0,0,0
All Centers,All Centers,All Centers,Vermont,< 30 Days,4,0,0.0,0,0
All Centers,All Centers,All Centers,Vermont,90 Days to < 6 Months,6,0,0.0,0,0
All Centers,All Centers,All Centers,Vermont,6 Months to < 1 Year,15,0,0.0,0,0
All Centers,All Centers,All Centers,Vermont,1 Year to < 2 Years,11,0,0.0,0,0
All Centers,All Centers,All Centers,Vermont,2 Years to < 3 Years,13,0,0.0,0,0
All Centers,All Centers,All Centers,Vermont,3 Years to < 5 Years,5,0,0.0,0,0
All Centers,All Centers,All Centers,Vermont,5 or More Years,2,0,0.0,0,0
All Centers,All Centers,All Centers,Virginia,All Time,"2,131",153,32.0,47,152
All Centers,All Centers,All Centers,Virginia,< 30 Days,92,18,1.0,5,10
All Centers,All Centers,All Centers,Virginia,30 to < 90 Days,171,22,5.0,6,18
All Centers,All Centers,All Centers,Virginia,90 Days to < 6 Months,238,33,8.0,5,25
All Centers,All Centers,All Centers,Virginia,6 Months to < 1 Year,333,33,5.0,9,21
All Centers,All Centers,All Centers,Virginia,1 Year to < 2 Years,538,30,4.0,10,29
All Centers,All Centers,All Centers,Virginia,2 Years to < 3 Years,352,6,4.0,10,19
All Centers,All Centers,All Centers,Virginia,2 Years to < 3 Years,352,6,4.0,10,19
All Centers,All Centers,All Centers,Virginia,3 Years to < 5 Years,279,4,2.0,2,19
All Centers,All Centers,All Centers,Virginia,5 or More Years,177,7,3.0,0,13
All Centers,All Centers,All Centers,Washington,All Time,"1,463",191,5.0,50,73
All Centers,All Centers,All Centers,Washington,< 30 Days,61,24,0.0,0,7
All Centers,All Centers,All Centers,Washington,30 to < 90 Days,86,18,0.0,1,6
All Centers,All Centers,All Centers,Washington,90 Days to < 6 Months,140,21,1.0,6,13
All Centers,All Centers,All Centers,Washington,6 Months to < 1 Year,198,33,0.0,8,12
All Centers,All Centers,All Centers,Washington,1 Year to < 2 Years,389,42,0.0,15,21
All Centers,All Centers,All Centers,Washington,2 Years to < 3 Years,252,19,0.0,7,7
All Centers,All Centers,All Centers,Washington,3 Years to < 5 Years,230,15,3.0,12,3
All Centers,All Centers,All Centers,Washington,5 or More Years,112,22,1.0,1,4
All Centers,All Centers,All Centers,West Virginia,All Time,112,0,0.0,0,1
All Centers,All Centers,All Centers,West Virginia,< 30 Days,7,0,0.0,0,0
All Centers,All Centers,All Centers,West Virginia,30 to < 90 Days,21,0,0.0,0,0
All Centers,All Centers,All Centers,West Virginia,90 Days to < 6 Months,19,0,0.0,0,1
All Centers,All Centers,All Centers,West Virginia,6 Months to < 1 Year,31,0,0.0,0,0
All Centers,All Centers,All Centers,West Virginia,1 Year to < 2 Years,15,0,0.0,0,0
All Centers,All Centers,All Centers,West Virginia,2 Years to < 3 Years,7,0,0.0,0,0
All Centers,All Centers,All Centers,West Virginia,3 Years to < 5 Years,5,0,0.0,0,0
All Centers,All Centers,All Centers,West Virginia,5 or More Years,8,0,0.0,0,0
All Centers,All Centers,All Centers,Wisconsin,All Time,"1,272",270,14.0,29,62
All Centers,All Centers,All Centers,Wisconsin,< 30 Days,58,15,1.0,3,5
All Centers,All Centers,All Centers,Wisconsin,30 to < 90 Days,80,19,2.0,7,5
All Centers,All Centers,All Centers,Wisconsin,90 Days to < 6 Months,133,42,2.0,5,11
All Centers,All Centers,All Centers,Wisconsin,6 Months to < 1 Year,175,59,3.0,3,11
All Centers,All Centers,All Centers,Wisconsin,1 Year to < 2 Years,310,62,1.0,9,8
All Centers,All Centers,All Centers,Wisconsin,2 Years to < 3 Years,197,33,3.0,1,13
All Centers,All Centers,All Centers,Wisconsin,3 Years to < 5 Years,202,29,0.0,2,7
All Centers,All Centers,All Centers,Wisconsin,5 or More Years,165,12,2.0,0,2
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,All Center States,All Time,15,2,0.0,0,6
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,All Center States,< 30 Days,2,0,0.0,0,1
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,All Center States,30 to < 90 Days,0,1,0.0,0,0
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,All Center States,90 Days to < 6 Months,3,0,0.0,0,0
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,All Center States,6 Months to < 1 Year,3,0,0.0,0,2
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,All Center States,1 Year to < 2 Years,2,1,0.0,0,2
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,All Center States,2 Years to < 3 Years,0,0,0.0,0,1
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,All Center States,3 Years to < 5 Years,1,0,0.0,0,0
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,All Center States,5 or More Years,4,0,0.0,0,0
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,Alabama,All Time,15,2,0.0,0,6
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,Alabama,< 30 Days,2,0,0.0,0,1
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,Alabama,30 to < 90 Days,0,1,0.0,0,0
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,Alabama,30 to < 90 Days,0,1,0.0,0,0
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,Alabama,90 Days to < 6 Months,3,0,0.0,0,0
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,Alabama,6 Months to < 1 Year,3,0,0.0,0,2
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,Alabama,1 Year to < 2 Years,2,1,0.0,0,2
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,Alabama,2 Years to < 3 Years,0,0,0.0,0,1
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,Alabama,3 Years to < 5 Years,1,0,0.0,0,0
ALCH-TX1 Children's of Alabama,ALCH-TX1,Children's of Alabama,Alabama,5 or More Years,4,0,0.0,0,0
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,All Center States,All Time,"1,031",102,5.0,9,15
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,All Center States,< 30 Days,35,2,0.0,3,2
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,All Center States,30 to < 90 Days,53,14,0.0,0,1
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,All Center States,90 Days to < 6 Months,84,11,0.0,1,1
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,All Center States,6 Months to < 1 Year,92,20,0.0,3,4
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,All Center States,1 Year to < 2 Years,196,22,2.0,1,3
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,All Center States,2 Years to < 3 Years,153,21,2.0,1,3
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,All Center States,3 Years to < 5 Years,160,8,0.0,0,1
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,All Center States,5 or More Years,258,4,1.0,0,0
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,Alabama,All Time,"1,031",102,5.0,9,15
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,Alabama,< 30 Days,35,2,0.0,3,2
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,Alabama,30 to < 90 Days,53,14,0.0,0,1
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,Alabama,90 Days to < 6 Months,84,11,0.0,1,1
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,Alabama,6 Months to < 1 Year,92,20,0.0,3,4
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,Alabama,1 Year to < 2 Years,196,22,2.0,1,3
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,Alabama,2 Years to < 3 Years,153,21,2.0,1,3
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,Alabama,3 Years to < 5 Years,160,8,0.0,0,1
ALUA-TX1 University of Alabama Hospital,ALUA-TX1,University of Alabama Hospital,Alabama,5 or More Years,258,4,1.0,0,0
ALVA-TX1 Birmingham VA Medical Center,ALVA-TX1,Birmingham VA Medical Center,All Center States,All Time,55,0,0.0,0,0
ALVA-TX1 Birmingham VA Medical Center,ALVA-TX1,Birmingham VA Medical Center,All Center States,6 Months to < 1 Year,7,0,0.0,0,0
ALVA-TX1 Birmingham VA Medical Center,ALVA-TX1,Birmingham VA Medical Center,All Center States,1 Year to < 2 Years,23,0,0.0,0,0
ALVA-TX1 Birmingham VA Medical Center,ALVA-TX1,Birmingham VA Medical Center,All Center States,2 Years to < 3 Years,14,0,0.0,0,0
ALVA-TX1 Birmingham VA Medical Center,ALVA-TX1,Birmingham VA Medical Center,All Center States,3 Years to < 5 Years,9,0,0.0,0,0
ALVA-TX1 Birmingham VA Medical Center,ALVA-TX1,Birmingham VA Medical Center,All Center States,5 or More Years,2,0,0.0,0,0
ALVA-TX1 Birmingham VA Medical Center,ALVA-TX1,Birmingham VA Medical Center,Alabama,All Time,55,0,0.0,0,0
ALVA-TX1 Birmingham VA Medical Center,ALVA-TX1,Birmingham VA Medical Center,Alabama,6 Months to < 1 Year,7,0,0.0,0,0
ALVA-TX1 Birmingham VA Medical Center,ALVA-TX1,Birmingham VA Medical Center,Alabama,1 Year to < 2 Years,23,0,0.0,0,0
ALVA-TX1 Birmingham VA Medical Center,ALVA-TX1,Birmingham VA Medical Center,Alabama,2 Years to < 3 Years,14,0,0.0,0,0
ALVA-TX1 Birmingham VA Medical Center,ALVA-TX1,Birmingham VA Medical Center,Alabama,3 Years to < 5 Years,9,0,0.0,0,0
ALVA-TX1 Birmingham VA Medical Center,ALVA-TX1,Birmingham VA Medical Center,Alabama,5 or More Years,2,0,0.0,0,0
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,All Center States,All Time,0,0,0.0,0,28
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,All Center States,< 30 Days,0,0,0.0,0,1
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,All Center States,6 Months to < 1 Year,0,0,0.0,0,2
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,All Center States,1 Year to < 2 Years,0,0,0.0,0,3
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,All Center States,2 Years to < 3 Years,0,0,0.0,0,8
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,All Center States,2 Years to < 3 Years,0,0,0.0,0,8
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,All Center States,3 Years to < 5 Years,0,0,0.0,0,9
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,All Center States,5 or More Years,0,0,0.0,0,5
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,Arkansas,All Time,0,0,0.0,0,28
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,Arkansas,< 30 Days,0,0,0.0,0,1
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,Arkansas,6 Months to < 1 Year,0,0,0.0,0,2
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,Arkansas,1 Year to < 2 Years,0,0,0.0,0,3
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,Arkansas,2 Years to < 3 Years,0,0,0.0,0,8
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,Arkansas,3 Years to < 5 Years,0,0,0.0,0,9
ARBH-TX1 Baptist Medical Center,ARBH-TX1,Baptist Medical Center,Arkansas,5 or More Years,0,0,0.0,0,5
ARCH-TX1 Arkansas Children's Hospital,ARCH-TX1,Arkansas Children's Hospital,All Center States,All Time,4,0,0.0,0,2
ARCH-TX1 Arkansas Children's Hospital,ARCH-TX1,Arkansas Children's Hospital,All Center States,30 to < 90 Days,1,0,0.0,0,2
ARCH-TX1 Arkansas Children's Hospital,ARCH-TX1,Arkansas Children's Hospital,All Center States,90 Days to < 6 Months,1,0,0.0,0,0
ARCH-TX1 Arkansas Children's Hospital,ARCH-TX1,Arkansas Children's Hospital,All Center States,6 Months to < 1 Year,1,0,0.0,0,0
ARCH-TX1 Arkansas Children's Hospital,ARCH-TX1,Arkansas Children's Hospital,All Center States,2 Years to < 3 Years,1,0,0.0,0,0
ARCH-TX1 Arkansas Children's Hospital,ARCH-TX1,Arkansas Children's Hospital,Arkansas,All Time,4,0,0.0,0,2
ARCH-TX1 Arkansas Children's Hospital,ARCH-TX1,Arkansas Children's Hospital,Arkansas,30 to < 90 Days,1,0,0.0,0,2
ARCH-TX1 Arkansas Children's Hospital,ARCH-TX1,Arkansas Children's Hospital,Arkansas,90 Days to < 6 Months,1,0,0.0,0,0
ARCH-TX1 Arkansas Children's Hospital,ARCH-TX1,Arkansas Children's Hospital,Arkansas,6 Months to < 1 Year,1,0,0.0,0,0
ARCH-TX1 Arkansas Children's Hospital,ARCH-TX1,Arkansas Children's Hospital,Arkansas,2 Years to < 3 Years,1,0,0.0,0,0
ARUA-TX1 UAMS Medical Center,ARUA-TX1,UAMS Medical Center,All Center States,All Time,179,31,0.0,0,0
ARUA-TX1 UAMS Medical Center,ARUA-TX1,UAMS Medical Center,All Center States,< 30 Days,16,2,0.0,0,0
ARUA-TX1 UAMS Medical Center,ARUA-TX1,UAMS Medical Center,All Center States,30 to < 90 Days,12,3,0.0,0,0
ARUA-TX1 UAMS Medical Center,ARUA-TX1,UAMS Medical Center,All Center States,90 Days to < 6 Months,21,4,0.0,0,0
ARUA-TX1 UAMS Medical Center,ARUA-TX1,UAMS Medical Center,All Center States,6 Months to < 1 Year,38,6,0.0,0,0
ARUA-TX1 UAMS Medical Center,ARUA-TX1,UAMS Medical Center,All Center States,1 Year to < 2 Years,41,9,0.0,0,0
ARUA-TX1 UAMS Medical Center,ARUA-TX1,UAMS Medical Center,All Center States,2 Years to < 3 Years,22,1,0.0,0,0
ARUA-TX1 UAMS Medical Center,ARUA-TX1,UAMS Medical Center,All Center States,3 Years to < 5 Years,17,4,0.0,0,0
