,Center Name,Center States,Wait Time,Kidney,Liver,Pancreas,Heart
1060,COUC-TX1 University of Colorado Hospital/Health Science Center,Colorado,30 to < 90 Days,27,7,4.0,1
1061,COUC-TX1 University of Colorado Hospital/Health Science Center,Colorado,90 Days to < 6 Months,74,7,0.0,4
1062,COUC-TX1 University of Colorado Hospital/Health Science Center,Colorado,6 Months to < 1 Year,101,11,3.0,7
1063,COUC-TX1 University of Colorado Hospital/Health Science Center,Colorado,1 Year to < 2 Years,225,11,2.0,15
1064,COUC-TX1 University of Colorado Hospital/Health Science Center,Colorado,2 Years to < 3 Years,133,10,0.0,17
1065,COUC-TX1 University of Colorado Hospital/Health Science Center,Colorado,3 Years to < 5 Years,180,24,3.0,2
1066,COUC-TX1 University of Colorado Hospital/Health Science Center,Colorado,5 or More Years,82,33,0.0,2
1076,CTHH-TX1 Hartford Hospital,Connecticut,All Time,389,52,0.0,16
1077,CTHH-TX1 Hartford Hospital,Connecticut,< 30 Days,15,5,0.0,3
1078,CTHH-TX1 Hartford Hospital,Connecticut,30 to < 90 Days,31,3,0.0,0
1079,CTHH-TX1 Hartford Hospital,Connecticut,90 Days to < 6 Months,43,13,0.0,1
1080,CTHH-TX1 Hartford Hospital,Connecticut,6 Months to < 1 Year,62,11,0.0,1
1081,CTHH-TX1 Hartford Hospital,Connecticut,1 Year to < 2 Years,108,13,0.0,7
1082,CTHH-TX1 Hartford Hospital,Connecticut,2 Years to < 3 Years,57,5,0.0,3
1083,CTHH-TX1 Hartford Hospital,Connecticut,3 Years to < 5 Years,37,1,0.0,1
1084,CTHH-TX1 Hartford Hospital,Connecticut,5 or More Years,36,1,0.0,0
1095,CTYN-TX1 Yale New Haven Hospital,Connecticut,All Time,607,133,2.0,43
1096,CTYN-TX1 Yale New Haven Hospital,Connecticut,< 30 Days,6,6,0.0,9
1097,CTYN-TX1 Yale New Haven Hospital,Connecticut,30 to < 90 Days,19,8,0.0,5
1098,CTYN-TX1 Yale New Haven Hospital,Connecticut,90 Days to < 6 Months,44,11,0.0,10
1099,CTYN-TX1 Yale New Haven Hospital,Connecticut,6 Months to < 1 Year,103,17,0.0,13
1100,CTYN-TX1 Yale New Haven Hospital,Connecticut,1 Year to < 2 Years,130,32,0.0,2
1101,CTYN-TX1 Yale New Haven Hospital,Connecticut,2 Years to < 3 Years,71,21,0.0,2
1102,CTYN-TX1 Yale New Haven Hospital,Connecticut,3 Years to < 5 Years,120,19,1.0,2
1103,CTYN-TX1 Yale New Haven Hospital,Connecticut,5 or More Years,114,19,1.0,0
1113,DCCH-TX1 Children's National Medical Center,District of Columbia,All Time,25,0,0.0,3
1114,DCCH-TX1 Children's National Medical Center,District of Columbia,< 30 Days,3,0,0.0,2
1115,DCCH-TX1 Children's National Medical Center,District of Columbia,30 to < 90 Days,3,0,0.0,1
1116,DCCH-TX1 Children's National Medical Center,District of Columbia,90 Days to < 6 Months,2,0,0.0,0
1117,DCCH-TX1 Children's National Medical Center,District of Columbia,6 Months to < 1 Year,7,0,0.0,0
1118,DCCH-TX1 Children's National Medical Center,District of Columbia,1 Year to < 2 Years,2,0,0.0,0
1119,DCCH-TX1 Children's National Medical Center,District of Columbia,2 Years to < 3 Years,3,0,0.0,0
1120,DCCH-TX1 Children's National Medical Center,District of Columbia,3 Years to < 5 Years,4,0,0.0,0
1121,DCCH-TX1 Children's National Medical Center,District of Columbia,5 or More Years,1,0,0.0,0
1131,DCGU-TX1 Medstar Georgetown Transplant Institute,District of Columbia,All Time,746,241,24.0,0
1132,DCGU-TX1 Medstar Georgetown Transplant Institute,District of Columbia,< 30 Days,29,8,2.0,0
1133,DCGU-TX1 Medstar Georgetown Transplant Institute,District of Columbia,30 to < 90 Days,26,8,4.0,0
1135,DCGU-TX1 Medstar Georgetown Transplant Institute,District of Columbia,90 Days to < 6 Months,59,19,2.0,0
1136,DCGU-TX1 Medstar Georgetown Transplant Institute,District of Columbia,6 Months to < 1 Year,89,42,3.0,0
1137,DCGU-TX1 Medstar Georgetown Transplant Institute,District of Columbia,1 Year to < 2 Years,230,55,5.0,0
1138,DCGU-TX1 Medstar Georgetown Transplant Institute,District of Columbia,2 Years to < 3 Years,127,31,0.0,0
1139,DCGU-TX1 Medstar Georgetown Transplant Institute,District of Columbia,3 Years to < 5 Years,113,42,7.0,0
1140,DCGU-TX1 Medstar Georgetown Transplant Institute,District of Columbia,5 or More Years,73,36,1.0,0
1150,DCGW-TX1 George Washington University Hospital,District of Columbia,All Time,270,0,0.0,0
1151,DCGW-TX1 George Washington University Hospital,District of Columbia,< 30 Days,7,0,0.0,0
1152,DCGW-TX1 George Washington University Hospital,District of Columbia,30 to < 90 Days,15,0,0.0,0
1153,DCGW-TX1 George Washington University Hospital,District of Columbia,90 Days to < 6 Months,12,0,0.0,0
1154,DCGW-TX1 George Washington University Hospital,District of Columbia,6 Months to < 1 Year,36,0,0.0,0
1155,DCGW-TX1 George Washington University Hospital,District of Columbia,1 Year to < 2 Years,67,0,0.0,0
1156,DCGW-TX1 George Washington University Hospital,District of Columbia,2 Years to < 3 Years,57,0,0.0,0
1157,DCGW-TX1 George Washington University Hospital,District of Columbia,3 Years to < 5 Years,59,0,0.0,0
1158,DCGW-TX1 George Washington University Hospital,District of Columbia,5 or More Years,17,0,0.0,0
1167,DCWH-TX1 Washington Hospital Center,District of Columbia,All Time,0,0,0.0,35
1168,DCWH-TX1 Washington Hospital Center,District of Columbia,< 30 Days,0,0,0.0,2
1169,DCWH-TX1 Washington Hospital Center,District of Columbia,30 to < 90 Days,0,0,0.0,4
1170,DCWH-TX1 Washington Hospital Center,District of Columbia,90 Days to < 6 Months,0,0,0.0,1
1171,DCWH-TX1 Washington Hospital Center,District of Columbia,6 Months to < 1 Year,0,0,0.0,7
1172,DCWH-TX1 Washington Hospital Center,District of Columbia,1 Year to < 2 Years,0,0,0.0,11
1173,DCWH-TX1 Washington Hospital Center,District of Columbia,2 Years to < 3 Years,0,0,0.0,6
1174,DCWH-TX1 Washington Hospital Center,District of Columbia,3 Years to < 5 Years,0,0,0.0,4
1185,DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,District of Columbia,All Time,231,0,4.0,0
1186,DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,District of Columbia,< 30 Days,5,0,0.0,0
1187,DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,District of Columbia,30 to < 90 Days,7,0,0.0,0
1188,DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,District of Columbia,90 Days to < 6 Months,17,0,0.0,0
1189,DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,District of Columbia,6 Months to < 1 Year,22,0,0.0,0
1190,DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,District of Columbia,1 Year to < 2 Years,48,0,0.0,0
1191,DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,District of Columbia,2 Years to < 3 Years,40,0,0.0,0
1192,DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,District of Columbia,3 Years to < 5 Years,57,0,0.0,0
1193,DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,District of Columbia,5 or More Years,35,0,4.0,0
1201,DEAI-TX1 Alfred I duPont Hospital for Children,Delaware,All Time,12,5,0.0,1
1202,DEAI-TX1 Alfred I duPont Hospital for Children,Delaware,< 30 Days,0,1,0.0,0
1203,DEAI-TX1 Alfred I duPont Hospital for Children,Delaware,30 to < 90 Days,3,0,0.0,1
1204,DEAI-TX1 Alfred I duPont Hospital for Children,Delaware,90 Days to < 6 Months,1,1,0.0,0
1205,DEAI-TX1 Alfred I duPont Hospital for Children,Delaware,6 Months to < 1 Year,3,1,0.0,0
1206,DEAI-TX1 Alfred I duPont Hospital for Children,Delaware,1 Year to < 2 Years,5,1,0.0,0
1207,DEAI-TX1 Alfred I duPont Hospital for Children,Delaware,5 or More Years,0,1,0.0,0
1217,DECC-TX1 Christiana Care Health Services,Delaware,All Time,165,0,0.0,0
1219,DECC-TX1 Christiana Care Health Services,Delaware,< 30 Days,1,0,0.0,0
1220,DECC-TX1 Christiana Care Health Services,Delaware,30 to < 90 Days,3,0,0.0,0
1221,DECC-TX1 Christiana Care Health Services,Delaware,90 Days to < 6 Months,10,0,0.0,0
1222,DECC-TX1 Christiana Care Health Services,Delaware,6 Months to < 1 Year,43,0,0.0,0
1223,DECC-TX1 Christiana Care Health Services,Delaware,1 Year to < 2 Years,34,0,0.0,0
1224,DECC-TX1 Christiana Care Health Services,Delaware,2 Years to < 3 Years,22,0,0.0,0
1225,DECC-TX1 Christiana Care Health Services,Delaware,3 Years to < 5 Years,37,0,0.0,0
1226,DECC-TX1 Christiana Care Health Services,Delaware,5 or More Years,15,0,0.0,0
1229,FLAC-TX1 Johns Hopkins All Children's Hospital,Florida,All Time,0,0,0.0,1
1230,FLAC-TX1 Johns Hopkins All Children's Hospital,Florida,< 30 Days,0,0,0.0,1
1239,FLBC-TX1 Broward Health Medical Center,Florida,All Time,0,13,0.0,0
1240,FLBC-TX1 Broward Health Medical Center,Florida,< 30 Days,0,2,0.0,0
1241,FLBC-TX1 Broward Health Medical Center,Florida,30 to < 90 Days,0,2,0.0,0
1242,FLBC-TX1 Broward Health Medical Center,Florida,90 Days to < 6 Months,0,1,0.0,0
1243,FLBC-TX1 Broward Health Medical Center,Florida,6 Months to < 1 Year,0,1,0.0,0
1244,FLBC-TX1 Broward Health Medical Center,Florida,1 Year to < 2 Years,0,4,0.0,0
1245,FLBC-TX1 Broward Health Medical Center,Florida,3 Years to < 5 Years,0,2,0.0,0
1246,FLBC-TX1 Broward Health Medical Center,Florida,5 or More Years,0,1,0.0,0
1249,FLBF-TX1 Bert Fish Medical Center,Florida,All Time,25,0,0.0,0
1250,FLBF-TX1 Bert Fish Medical Center,Florida,5 or More Years,25,0,0.0,0
1261,FLCC-TX1 Cleveland Clinic Florida Weston,Florida,All Time,865,57,0.0,10
1262,FLCC-TX1 Cleveland Clinic Florida Weston,Florida,< 30 Days,35,5,0.0,2
1263,FLCC-TX1 Cleveland Clinic Florida Weston,Florida,30 to < 90 Days,39,6,0.0,1
1264,FLCC-TX1 Cleveland Clinic Florida Weston,Florida,90 Days to < 6 Months,92,9,0.0,1
1265,FLCC-TX1 Cleveland Clinic Florida Weston,Florida,6 Months to < 1 Year,105,15,0.0,1
1266,FLCC-TX1 Cleveland Clinic Florida Weston,Florida,1 Year to < 2 Years,274,10,0.0,3
1267,FLCC-TX1 Cleveland Clinic Florida Weston,Florida,2 Years to < 3 Years,173,8,0.0,1
1268,FLCC-TX1 Cleveland Clinic Florida Weston,Florida,3 Years to < 5 Years,118,3,0.0,1
1269,FLCC-TX1 Cleveland Clinic Florida Weston,Florida,5 or More Years,29,1,0.0,0
1279,FLFH-TX1 AdventHealth Orlando,Florida,All Time,407,63,1.0,9
1280,FLFH-TX1 AdventHealth Orlando,Florida,< 30 Days,15,5,0.0,3
1281,FLFH-TX1 AdventHealth Orlando,Florida,30 to < 90 Days,24,7,0.0,1
1282,FLFH-TX1 AdventHealth Orlando,Florida,90 Days to < 6 Months,46,18,1.0,0
1283,FLFH-TX1 AdventHealth Orlando,Florida,6 Months to < 1 Year,54,14,0.0,1
1284,FLFH-TX1 AdventHealth Orlando,Florida,1 Year to < 2 Years,116,9,0.0,2
1285,FLFH-TX1 AdventHealth Orlando,Florida,2 Years to < 3 Years,69,5,0.0,2
1286,FLFH-TX1 AdventHealth Orlando,Florida,3 Years to < 5 Years,39,4,0.0,0
1287,FLFH-TX1 AdventHealth Orlando,Florida,5 or More Years,44,1,0.0,0
1296,FLHM-TX1 Halifax Medical Center,Florida,All Time,74,0,0.0,0
1297,FLHM-TX1 Halifax Medical Center,Florida,< 30 Days,10,0,0.0,0
1298,FLHM-TX1 Halifax Medical Center,Florida,30 to < 90 Days,6,0,0.0,0
1299,FLHM-TX1 Halifax Medical Center,Florida,90 Days to < 6 Months,5,0,0.0,0
1300,FLHM-TX1 Halifax Medical Center,Florida,6 Months to < 1 Year,8,0,0.0,0
1301,FLHM-TX1 Halifax Medical Center,Florida,1 Year to < 2 Years,30,0,0.0,0
1303,FLHM-TX1 Halifax Medical Center,Florida,2 Years to < 3 Years,10,0,0.0,0
1304,FLHM-TX1 Halifax Medical Center,Florida,3 Years to < 5 Years,5,0,0.0,0
1308,FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,Florida,All Time,0,0,0.0,2
1309,FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,Florida,90 Days to < 6 Months,0,0,0.0,1
1310,FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,Florida,3 Years to < 5 Years,0,0,0.0,1
1320,FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,Florida,All Time,614,103,17.0,40
1321,FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,Florida,< 30 Days,26,19,1.0,0
1322,FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,Florida,30 to < 90 Days,31,12,3.0,2
1323,FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,Florida,90 Days to < 6 Months,32,17,1.0,0
1324,FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,Florida,6 Months to < 1 Year,97,19,5.0,8
1325,FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,Florida,1 Year to < 2 Years,141,19,4.0,11
1326,FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,Florida,2 Years to < 3 Years,111,6,2.0,7
1327,FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,Florida,3 Years to < 5 Years,95,6,1.0,9
1328,FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,Florida,5 or More Years,81,5,0.0,3
1337,FLLM-TX1 Largo Medical Center,Florida,All Time,62,19,0.0,4
1338,FLLM-TX1 Largo Medical Center,Florida,< 30 Days,5,0,0.0,3
1339,FLLM-TX1 Largo Medical Center,Florida,30 to < 90 Days,5,1,0.0,0
1340,FLLM-TX1 Largo Medical Center,Florida,90 Days to < 6 Months,14,4,0.0,1
1341,FLLM-TX1 Largo Medical Center,Florida,6 Months to < 1 Year,23,10,0.0,0
1342,FLLM-TX1 Largo Medical Center,Florida,1 Year to < 2 Years,11,4,0.0,0
1343,FLLM-TX1 Largo Medical Center,Florida,2 Years to < 3 Years,3,0,0.0,0
1345,FLLM-TX1 Largo Medical Center,Florida,3 Years to < 5 Years,1,0,0.0,0
1354,FLMR-TX1 Memorial Regional Hospital,Florida,All Time,84,0,0.0,13
1355,FLMR-TX1 Memorial Regional Hospital,Florida,< 30 Days,3,0,0.0,0
1356,FLMR-TX1 Memorial Regional Hospital,Florida,30 to < 90 Days,6,0,0.0,3
1357,FLMR-TX1 Memorial Regional Hospital,Florida,90 Days to < 6 Months,15,0,0.0,3
1358,FLMR-TX1 Memorial Regional Hospital,Florida,6 Months to < 1 Year,20,0,0.0,1
1359,FLMR-TX1 Memorial Regional Hospital,Florida,1 Year to < 2 Years,31,0,0.0,6
1360,FLMR-TX1 Memorial Regional Hospital,Florida,2 Years to < 3 Years,7,0,0.0,0
1361,FLMR-TX1 Memorial Regional Hospital,Florida,3 Years to < 5 Years,2,0,0.0,0
1370,FLSH-TX1 Ascension Sacred Heart Pensacola,Florida,All Time,194,0,0.0,0
1371,FLSH-TX1 Ascension Sacred Heart Pensacola,Florida,< 30 Days,11,0,0.0,0
1372,FLSH-TX1 Ascension Sacred Heart Pensacola,Florida,30 to < 90 Days,17,0,0.0,0
1373,FLSH-TX1 Ascension Sacred Heart Pensacola,Florida,90 Days to < 6 Months,18,0,0.0,0
1374,FLSH-TX1 Ascension Sacred Heart Pensacola,Florida,6 Months to < 1 Year,33,0,0.0,0
1375,FLSH-TX1 Ascension Sacred Heart Pensacola,Florida,1 Year to < 2 Years,46,0,0.0,0
1376,FLSH-TX1 Ascension Sacred Heart Pensacola,Florida,2 Years to < 3 Years,39,0,0.0,0
1377,FLSH-TX1 Ascension Sacred Heart Pensacola,Florida,3 Years to < 5 Years,30,0,0.0,0
1388,FLSL-TX1 Mayo Clinic Florida,Florida,All Time,842,70,8.0,34
1389,FLSL-TX1 Mayo Clinic Florida,Florida,< 30 Days,45,12,1.0,8
1390,FLSL-TX1 Mayo Clinic Florida,Florida,30 to < 90 Days,49,7,1.0,6
1391,FLSL-TX1 Mayo Clinic Florida,Florida,90 Days to < 6 Months,81,15,1.0,2
1392,FLSL-TX1 Mayo Clinic Florida,Florida,6 Months to < 1 Year,115,10,2.0,6
1393,FLSL-TX1 Mayo Clinic Florida,Florida,1 Year to < 2 Years,218,11,3.0,2
1394,FLSL-TX1 Mayo Clinic Florida,Florida,2 Years to < 3 Years,136,7,0.0,4
1395,FLSL-TX1 Mayo Clinic Florida,Florida,3 Years to < 5 Years,128,4,0.0,3
1396,FLSL-TX1 Mayo Clinic Florida,Florida,5 or More Years,70,4,0.0,3
1406,FLTG-TX1 Tampa General Hospital,Florida,All Time,835,119,0.0,26
1407,FLTG-TX1 Tampa General Hospital,Florida,< 30 Days,39,10,0.0,2
1408,FLTG-TX1 Tampa General Hospital,Florida,30 to < 90 Days,49,19,0.0,7
1409,FLTG-TX1 Tampa General Hospital,Florida,90 Days to < 6 Months,71,22,0.0,8
1410,FLTG-TX1 Tampa General Hospital,Florida,6 Months to < 1 Year,179,23,0.0,3
1411,FLTG-TX1 Tampa General Hospital,Florida,1 Year to < 2 Years,232,33,0.0,2
1412,FLTG-TX1 Tampa General Hospital,Florida,2 Years to < 3 Years,118,11,0.0,4
1413,FLTG-TX1 Tampa General Hospital,Florida,3 Years to < 5 Years,105,1,0.0,0
1414,FLTG-TX1 Tampa General Hospital,Florida,5 or More Years,42,0,0.0,0
1424,FLUF-TX1 UF Health Shands Hospital,Florida,All Time,521,33,1.0,65
1425,FLUF-TX1 UF Health Shands Hospital,Florida,< 30 Days,23,13,0.0,3
1426,FLUF-TX1 UF Health Shands Hospital,Florida,30 to < 90 Days,16,4,0.0,7
1427,FLUF-TX1 UF Health Shands Hospital,Florida,90 Days to < 6 Months,31,6,0.0,9
1429,FLUF-TX1 UF Health Shands Hospital,Florida,6 Months to < 1 Year,74,4,0.0,13
1430,FLUF-TX1 UF Health Shands Hospital,Florida,1 Year to < 2 Years,131,1,1.0,13
1431,FLUF-TX1 UF Health Shands Hospital,Florida,2 Years to < 3 Years,90,3,0.0,5
1432,FLUF-TX1 UF Health Shands Hospital,Florida,3 Years to < 5 Years,101,1,0.0,11
1433,FLUF-TX1 UF Health Shands Hospital,Florida,5 or More Years,55,1,0.0,4
1442,GAEH-TX1 Children's Healthcare of Atlanta at Egleston,Georgia,All Time,42,9,0.0,5
1443,GAEH-TX1 Children's Healthcare of Atlanta at Egleston,Georgia,< 30 Days,3,3,0.0,1
1444,GAEH-TX1 Children's Healthcare of Atlanta at Egleston,Georgia,30 to < 90 Days,1,1,0.0,1
1445,GAEH-TX1 Children's Healthcare of Atlanta at Egleston,Georgia,90 Days to < 6 Months,8,0,0.0,1
1446,GAEH-TX1 Children's Healthcare of Atlanta at Egleston,Georgia,6 Months to < 1 Year,13,1,0.0,2
1447,GAEH-TX1 Children's Healthcare of Atlanta at Egleston,Georgia,1 Year to < 2 Years,4,0,0.0,0
1448,GAEH-TX1 Children's Healthcare of Atlanta at Egleston,Georgia,2 Years to < 3 Years,6,3,0.0,0
1449,GAEH-TX1 Children's Healthcare of Atlanta at Egleston,Georgia,3 Years to < 5 Years,7,1,0.0,0
1459,GAEM-TX1 Emory University Hospital,Georgia,All Time,2022,145,2.0,66
1460,GAEM-TX1 Emory University Hospital,Georgia,< 30 Days,44,13,0.0,8
1461,GAEM-TX1 Emory University Hospital,Georgia,30 to < 90 Days,67,7,0.0,8
1462,GAEM-TX1 Emory University Hospital,Georgia,90 Days to < 6 Months,85,21,0.0,10
1463,GAEM-TX1 Emory University Hospital,Georgia,6 Months to < 1 Year,124,24,0.0,6
1464,GAEM-TX1 Emory University Hospital,Georgia,1 Year to < 2 Years,372,30,1.0,10
1465,GAEM-TX1 Emory University Hospital,Georgia,2 Years to < 3 Years,396,15,0.0,13
1466,GAEM-TX1 Emory University Hospital,Georgia,3 Years to < 5 Years,528,24,1.0,7
1467,GAEM-TX1 Emory University Hospital,Georgia,5 or More Years,406,11,0.0,4
1478,"GAMC-TX1 AU Medical Center, Inc.",Georgia,All Time,662,0,1.0,0
1479,"GAMC-TX1 AU Medical Center, Inc.",Georgia,< 30 Days,6,0,0.0,0
1480,"GAMC-TX1 AU Medical Center, Inc.",Georgia,30 to < 90 Days,19,0,0.0,0
1481,"GAMC-TX1 AU Medical Center, Inc.",Georgia,90 Days to < 6 Months,48,0,0.0,0
1482,"GAMC-TX1 AU Medical Center, Inc.",Georgia,6 Months to < 1 Year,72,0,0.0,0
1483,"GAMC-TX1 AU Medical Center, Inc.",Georgia,1 Year to < 2 Years,141,0,0.0,0
1484,"GAMC-TX1 AU Medical Center, Inc.",Georgia,2 Years to < 3 Years,93,0,0.0,0
1485,"GAMC-TX1 AU Medical Center, Inc.",Georgia,3 Years to < 5 Years,146,0,0.0,0
1486,"GAMC-TX1 AU Medical Center, Inc.",Georgia,5 or More Years,137,0,1.0,0
1496,GAPH-TX1 Piedmont Hospital,Georgia,All Time,1302,178,2.0,19
1497,GAPH-TX1 Piedmont Hospital,Georgia,< 30 Days,35,11,0.0,3
1498,GAPH-TX1 Piedmont Hospital,Georgia,30 to < 90 Days,54,14,0.0,3
1499,GAPH-TX1 Piedmont Hospital,Georgia,90 Days to < 6 Months,112,21,1.0,1
1500,GAPH-TX1 Piedmont Hospital,Georgia,6 Months to < 1 Year,172,29,0.0,0
1501,GAPH-TX1 Piedmont Hospital,Georgia,1 Year to < 2 Years,269,40,1.0,3
1502,GAPH-TX1 Piedmont Hospital,Georgia,2 Years to < 3 Years,219,18,0.0,6
1503,GAPH-TX1 Piedmont Hospital,Georgia,3 Years to < 5 Years,229,23,0.0,2
1504,GAPH-TX1 Piedmont Hospital,Georgia,5 or More Years,212,22,0.0,1
1515,HIQM-TX1 The Queen's Medical Center,Hawaii,All Time,326,22,0.0,0
1516,HIQM-TX1 The Queen's Medical Center,Hawaii,< 30 Days,9,3,0.0,0
1517,HIQM-TX1 The Queen's Medical Center,Hawaii,30 to < 90 Days,28,1,0.0,0
1518,HIQM-TX1 The Queen's Medical Center,Hawaii,90 Days to < 6 Months,36,2,0.0,0
1519,HIQM-TX1 The Queen's Medical Center,Hawaii,6 Months to < 1 Year,34,2,0.0,0
1520,HIQM-TX1 The Queen's Medical Center,Hawaii,1 Year to < 2 Years,60,4,0.0,0
1521,HIQM-TX1 The Queen's Medical Center,Hawaii,2 Years to < 3 Years,41,2,0.0,0
1522,HIQM-TX1 The Queen's Medical Center,Hawaii,3 Years to < 5 Years,57,3,0.0,0
1523,HIQM-TX1 The Queen's Medical Center,Hawaii,5 or More Years,61,5,0.0,0
1533,IAIM-TX1 Iowa Methodist Medical Center,Iowa,All Time,96,0,0.0,0
1534,IAIM-TX1 Iowa Methodist Medical Center,Iowa,< 30 Days,4,0,0.0,0
